,Industry,Job Title,Rating,Revenue,Sector,Size,Type of ownership,Hourly,Employer_Provided_Salary,min_salary,max_salary,average_salary,Company_Name,job_city,headquarter_city,same_city,age,python_req,rstudio_req,spark_req,aws_req,excel_req,tableau_req,machinelearning_req
623,Aerospace & Defense,Data Scientist - AI/ML Specialist,3.4,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,71,118,94.5,Maxar Technologies,McLean,Westminster,0,-1,1,0,0,0,0,0,1
624,Consulting,Data Scientist,4.2,Unknown / Non-Applicable,Business Services,1 to 50 employees,Company - Private,0,0,71,118,94.5,The CARIAN Group,New York,South Plainfield,0,-1,1,0,0,0,0,0,1
625,-1,Data Scientist,-1.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,71,118,94.5,Stride Search,Sunnyvale,Westlake Village,0,-1,1,0,0,0,0,0,1
626,Biotech & Pharmaceuticals,Data Scientist,2.5,$100 to $500 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,0,0,71,118,94.5,Vanda Pharmaceuticals,Washington,Washington,1,17,1,0,0,0,1,1,1
627,Health Care Services & Hospitals,IT Business Intelligence Analyst,2.9,$50 to $100 million (USD),Health Care,1001 to 5000 employees,Company - Private,0,0,71,118,94.5,Florida Cancer Specialists,Fort Myers,Fort Myers,1,36,0,0,0,0,1,0,0
628,IT Services,Data Scientist,3.7,$25 to $50 million (USD),Information Technology,1001 to 5000 employees,Company - Private,0,0,71,118,94.5,22nd Century Technologies,Oakland,Somerset,0,23,0,0,0,0,0,0,1
629,Enterprise Software & Network Solutions,Operations Reporting/Data Analyst,3.7,Unknown / Non-Applicable,Information Technology,1001 to 5000 employees,Company - Private,0,0,71,118,94.5,iSolved HCM,Charlotte,Charlotte,1,34,0,0,0,0,1,0,0
630,IT Services,Data Scientist,2.5,$5 to $10 million (USD),Information Technology,1 to 50 employees,Company - Private,0,0,71,118,94.5,Amida Technology Solutions,Washington,Washington,1,7,1,0,0,1,1,0,1
631,Federal Agencies,Electromagnetics Scientist,3.4,$50 to $100 million (USD),Government,501 to 1000 employees,Nonprofit Organization,0,0,71,118,94.5,Riverside Research,Wright Patterson AFB,Arlington,0,53,1,0,0,0,0,0,0
632,-1,Data Scientist,3.4,Unknown / Non-Applicable,-1,Unknown,Company - Private,0,0,71,118,94.5,Voice,Brooklyn,-1,0,-1,1,0,0,0,1,1,1
633,Staffing & Outsourcing,Data Scientist,4.4,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,71,118,94.5,Seneca Resources,Norfolk,Reston,0,10,0,0,0,0,1,0,0
634,Biotech & Pharmaceuticals,"Senior Scientist (non-PhD), Immuno-Oncology",3.9,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,71,118,94.5,GSK,Collegeville,Brentford,0,190,0,0,0,1,1,0,0
635,K-12 Education,"Learning Scientist, Spanish Literacy",3.6,$100 to $500 million (USD),Education,201 to 500 employees,Company - Private,0,0,71,118,94.5,Amplify,Remote,Brooklyn,0,10,0,0,0,0,0,0,0
636,Aerospace & Defense,Data Scientist,4.5,$1 to $2 billion (USD),Aerospace & Defense,5001 to 10000 employees,Nonprofit Organization,0,0,71,118,94.5,Johns Hopkins University Applied Physics Laboratory,Laurel,Laurel,1,78,1,0,0,0,1,0,1
637,-1,Data Scientist,4.9,Unknown / Non-Applicable,-1,201 to 500 employees,Company - Private,0,0,71,118,94.5,Hunter International,Morrisville,Avon,0,14,0,0,0,0,0,0,1
638,Advertising & Marketing,Lead Data Scientist,3.9,$100 to $500 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,80,94,87.0,PatientPoint,Cincinnati,Cincinnati,1,33,1,0,0,0,1,0,1
639,Aerospace & Defense,Data Scientist-Human Resources,3.8,Unknown / Non-Applicable,Aerospace & Defense,1001 to 5000 employees,Nonprofit Organization,0,0,80,94,87.0,MIT Lincoln Laboratory,Lexington,Lexington,1,69,1,0,1,0,0,0,1
640,Staffing & Outsourcing,Data Scientist,4.2,$100 to $500 million (USD),Business Services,201 to 500 employees,Subsidiary or Business Segment,0,0,80,94,87.0,CyberCoders,Addison,Irvine,0,21,1,0,1,0,0,0,0
641,Internet,Sr. Data Engineer,3.9,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,80,94,87.0,Amazon,Herndon,Seattle,0,26,1,0,1,1,0,1,0
642,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,80,94,87.0,Zoba,Boston,-1,0,-1,1,0,0,1,0,0,0
643,Biotech & Pharmaceuticals,Scientist/Research Associate-Metabolic Engineering,2.5,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,80,94,87.0,Conagen,New Bedford,Bedford,0,-1,0,0,0,0,0,0,0
644,Staffing & Outsourcing,Data Scientist,5.0,Unknown / Non-Applicable,Business Services,1 to 50 employees,Company - Private,0,0,80,94,87.0,Averity,New York,New York,1,6,0,0,0,0,0,0,1
645,Computer Hardware & Software,DATA ENGINEER,2.9,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,80,94,87.0,Clinicient,Austin,Portland,0,16,1,0,0,1,0,0,0
646,Staffing & Outsourcing,Data Scientist,4.5,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Public,0,0,80,94,87.0,Mastech,Oakland,Moon Township,0,34,1,0,0,0,1,0,1
647,Aerospace & Defense,Data Scientist,3.4,$500 million to $1 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,80,94,87.0,BWX Technologies,Oak Ridge,Lynchburg,0,170,1,0,0,0,0,0,0
648,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,80,94,87.0,Great Plains Sleep Specialists,Wagoner,-1,0,-1,0,0,0,0,0,0,0
649,Health Care Services & Hospitals,Data Scientist,-1.0,Less than $1 million (USD),Health Care,1 to 50 employees,Private Practice / Firm,0,0,80,94,87.0,Sonde Health,Boston,Boston,1,-1,1,0,0,1,0,0,1
650,IT Services,Data Scientist,3.1,$1 to $5 million (USD),Information Technology,1 to 50 employees,Company - Private,0,0,80,94,87.0,MoTek Technologies,Mountain View,San Jose,0,11,1,0,0,0,1,0,0
651,Aerospace & Defense,Data Scientist,5.0,$10 to $25 million (USD),Aerospace & Defense,51 to 200 employees,Company - Private,0,0,80,94,87.0,Royce Geospatial,Springfield,Arlington,0,6,1,0,0,0,0,0,0
652,Computer Hardware & Software,Data Scientist,4.6,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,80,94,87.0,SAP,Palo Alto,Walldorf,0,48,1,0,0,0,0,0,1
653,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,80,94,87.0,Point72 Ventures,Palo Alto,-1,0,-1,0,0,0,0,0,0,1
654,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,80,94,87.0,Advanced Regenerative Manufacturing Institute,Manchester,-1,0,-1,1,0,0,0,0,0,1
655,Financial Analytics & Research,Senior Data Scientist,3.7,$50 to $100 million (USD),Finance,51 to 200 employees,Company - Private,0,0,80,94,87.0,Zest AI,Burbank,Burbank,1,11,1,0,0,0,0,0,1
656,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,80,94,87.0,ConcertAI,Boston,-1,0,-1,1,0,0,0,0,0,1
657,Biotech & Pharmaceuticals,"Sr./Scientist, Proteomics - Lexington, MA, US",5.0,Less than $1 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Public,0,0,80,94,87.0,Translate Bio,Lexington,Lexington,1,9,0,0,0,0,1,0,0
658,Aerospace & Defense,Data Scientist,4.4,$1 to $5 million (USD),Aerospace & Defense,51 to 200 employees,Company - Private,0,0,80,94,87.0,Analytic Solutions Group,McLean,Falls Church,0,10,0,0,0,0,1,1,0
659,Insurance Carriers,Lead Quantitative Analyst,3.8,Unknown / Non-Applicable,Insurance,1001 to 5000 employees,Company - Public,0,0,80,94,87.0,Brighthouse Financial,Morristown,Charlotte,0,3,1,0,0,0,0,0,0
660,Federal Agencies,Postdoctoral Appointee - Quantum Information Scientist,3.8,$2 to $5 billion (USD),Government,10000+ employees,Government,0,0,80,94,87.0,Sandia National Laboratories,Albuquerque,Albuquerque,1,71,0,0,0,0,1,0,0
661,Consulting,Data Scientist,3.0,$5 to $10 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,80,94,87.0,"Central Business Solutions, Inc",San Diego,Fremont,0,-1,1,0,1,0,1,0,1
662,Accounting,Data Scientist,4.0,Less than $1 million (USD),Accounting & Legal,1 to 50 employees,Company - Private,0,0,80,94,87.0,Lorven Technologies Inc,New York,Plainsboro,0,-1,1,0,0,0,0,0,1
663,Staffing & Outsourcing,Senior Data Scientist,4.5,$25 to $50 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,80,94,87.0,Envision LLC,Saint Louis,Saint Louis,1,26,0,0,0,0,0,0,1
664,Enterprise Software & Network Solutions,Senior Data Analyst,3.4,$100 to $500 million (USD),Information Technology,201 to 500 employees,Company - Public,0,0,80,94,87.0,Castlight Health,San Francisco,San Francisco,1,12,1,0,0,0,1,1,0
665,Biotech & Pharmaceuticals,Deployed Data Scientist,3.4,Unknown / Non-Applicable,Biotech & Pharmaceuticals,501 to 1000 employees,Company - Private,0,0,80,94,87.0,Concerto HealthAI,New York,Boston,0,2,1,0,1,0,0,1,0
666,Staffing & Outsourcing,Data Scientist,4.1,$1 to $2 billion (USD),Business Services,10000+ employees,Company - Public,0,0,80,94,87.0,Kforce,Oakland,Tampa,0,54,1,0,0,0,1,0,1
667,-1,Data Scientist,2.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,80,94,87.0,FM Systems,Boston,Santa Ana,0,-1,1,0,1,1,1,0,0
668,Aerospace & Defense,Data Scientist,4.5,Unknown / Non-Applicable,Aerospace & Defense,51 to 200 employees,Company - Private,0,0,80,94,87.0,Axiologic Solutions,Alexandria,Fairfax,0,11,0,0,0,1,0,0,0
669,Computer Hardware & Software,Data Scientist,3.6,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,80,94,87.0,Western Digital,San Jose,San Jose,1,50,0,0,0,1,0,0,1
670,Computer Hardware & Software,Senior Data Scientist,4.0,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,66,108,87.0,SparkPost,Remote,Columbia,0,12,1,0,1,0,0,0,1
671,Computer Hardware & Software,Sr Data Scientist,4.5,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,66,108,87.0,HG Insights,Santa Barbara,Santa Barbara,1,10,1,0,1,0,1,0,1
672,IT Services,Data Scientist,4.8,Unknown / Non-Applicable,Information Technology,1 to 50 employees,Company - Private,0,0,66,108,87.0,TechProjects,New York,North Brunswick,0,9,1,0,0,0,1,1,0
673,IT Services,Data Scientist,3.1,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,66,108,87.0,"Cyber Defense Solutions, LLC",Reston,Lorton,0,12,1,0,1,1,0,1,1
674,Biotech & Pharmaceuticals,Principal Data Analyst,5.0,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,66,108,87.0,EQRx,Cambridge,Cambridge,1,1,1,0,0,0,1,0,0
675,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,66,108,87.0,SentiLink,San Francisco,-1,0,-1,0,0,0,1,0,0,1
676,Miscellaneous Manufacturing,Senior Business Intelligence Analyst,3.7,$100 to $500 million (USD),Manufacturing,1001 to 5000 employees,Company - Public,0,0,66,108,87.0,Protolabs,Maple Plain,Maple Plain,1,21,0,0,0,0,0,0,0
677,Consulting,Data Scientist active TS/SCI,4.0,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Nonprofit Organization,0,0,66,108,87.0,LMI,Fort Belvoir,Tysons,0,59,1,0,0,0,0,0,1
678,Staffing & Outsourcing,Data Scientist,3.6,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,0,0,66,108,87.0,Signature Consultants,New Hope,Fort Lauderdale,0,23,1,0,0,0,0,1,0
679,Staffing & Outsourcing,"Data Engineer/Steward/Developer (Python, REST API)",4.3,$10 to $25 million (USD),Business Services,Unknown,Company - Private,0,0,66,108,87.0,The Syllogisteks Company,Saint Louis,Chesterfield,0,28,1,0,0,1,1,0,0
680,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,66,108,87.0,Blue Cloak LLC,Sterling,-1,0,-1,1,0,1,1,0,1,1
681,Health Care Services & Hospitals,Data Scientist,2.7,Unknown / Non-Applicable,Health Care,Unknown,Nonprofit Organization,0,0,66,108,87.0,Catholic Home Care,Rockville Centre,Farmingdale,0,-1,0,0,0,0,0,0,0
682,Computer Hardware & Software,Data Scientist,4.0,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,66,108,87.0,New York Technology Partners,Seattle,Jersey City,0,21,1,0,1,1,1,0,1
683,Biotech & Pharmaceuticals,Data Engineer/FAIR Data Specialist,4.0,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,66,108,87.0,AstraZeneca,Gaithersburg,Cambridge,0,107,1,0,0,0,0,0,0
684,Health Care Services & Hospitals,Medical Lab Scientist (MLS),3.3,$100 to $500 million (USD),Health Care,10000+ employees,Nonprofit Organization,0,0,66,108,87.0,Ascension,Panama City,Saint Louis,0,21,0,0,0,0,0,0,0
685,Computer Hardware & Software,MACHINE LEARNING ENGINEER / Sr. DATA SCIENTIST,3.5,$50 to $100 million (USD),Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,0,0,66,108,87.0,Samsung Research America,Mountain View,Mountain View,1,32,1,0,1,1,0,0,1
686,Staffing & Outsourcing,Data Scientist,4.0,$10 to $25 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,66,108,87.0,HRU Tech,Morrisville,Lansing,0,41,0,0,0,0,0,0,1
687,-1,Data Scientist,-1.0,Unknown / Non-Applicable,-1,Unknown,Company - Private,0,0,66,108,87.0,CompuForce,New York,New York,1,-1,0,0,1,1,1,0,1
688,Federal Agencies,Lead Data Scientist with NLP,3.3,$1 to $2 billion (USD),Government,5001 to 10000 employees,Nonprofit Organization,0,0,66,108,87.0,MITRE,McLean,Bedford,0,62,1,0,0,0,0,0,1
689,Aerospace & Defense,Data Scientist,4.5,$100 to $500 million (USD),Aerospace & Defense,201 to 500 employees,Company - Private,0,0,66,108,87.0,Systems & Technology Research,Woburn,Woburn,1,10,1,0,1,0,1,0,1
690,Biotech & Pharmaceuticals,Research Scientist/ Senior Research Scientist,4.0,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,66,108,87.0,AstraZeneca,Gaithersburg,Cambridge,0,107,0,0,0,0,1,0,0
691,Aerospace & Defense,Data Scientist,3.4,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,66,108,87.0,Maxar Technologies,Herndon,Westminster,0,-1,1,0,1,0,0,1,1
692,Enterprise Software & Network Solutions,Sr. Data Engineer - Remote (USA Only),3.8,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,66,108,87.0,SocialChorus,Remote,San Francisco,0,12,1,0,0,1,0,0,0
693,-1,Data Scientist,4.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,66,108,87.0,Advanced Bio-Logic Solutions Corp,Thousand Oaks,Westlake Village,0,-1,1,0,0,0,0,0,1
694,Computer Hardware & Software,Senior Data Scientist,4.5,$100 to $500 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,66,108,87.0,Demandbase,San Francisco,San Francisco,1,14,1,0,1,1,0,0,1
695,Biotech & Pharmaceuticals,Bioinformatics Scientist II,3.4,Unknown / Non-Applicable,Biotech & Pharmaceuticals,501 to 1000 employees,Subsidiary or Business Segment,0,0,66,108,87.0,Ambry Genetics,Aliso Viejo,Aliso Viejo,1,21,1,0,0,0,1,0,0
696,Health Care Services & Hospitals,"Data Engineer, Python/Kafka",4.8,$50 to $100 million (USD),Health Care,201 to 500 employees,Company - Private,0,0,66,108,87.0,GetWellNetwork,Bethesda,Bethesda,1,20,1,0,0,1,0,0,0
697,Research & Development,Chief Data Scientist,4.2,$1 to $2 billion (USD),Business Services,5001 to 10000 employees,Company - Public,0,0,66,108,87.0,ManTech,Alexandria,Herndon,0,52,1,0,1,0,0,1,1
698,Banks & Credit Unions,Data Science Engineering Lead,3.1,$10+ billion (USD),Finance,10000+ employees,Company - Public,0,0,66,108,87.0,MUFG,San Francisco,Tokyo,0,156,1,0,0,1,0,0,0
699,Federal Agencies,Data Engineer,4.5,$25 to $50 million (USD),Government,51 to 200 employees,Company - Private,0,0,66,108,87.0,Kingfisher Systems,Falls Church,Falls Church,1,15,1,0,0,0,0,0,0
700,Aerospace & Defense,Sr. Principal Data Scientist,3.8,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,0,0,66,108,87.0,Northrop Grumman,San Diego,Falls Church,0,81,1,0,0,0,1,0,0
701,Health Care Services & Hospitals,Data Scientist,1.9,Unknown / Non-Applicable,Health Care,201 to 500 employees,Nonprofit Organization,0,0,66,108,87.0,Building Service 32BJ Benefit Funds,New York,New York,1,-1,1,0,0,0,1,0,1
702,Health Care Services & Hospitals,Data Scientist,4.6,$1 to $2 billion (USD),Health Care,1001 to 5000 employees,Nonprofit Organization,0,0,69,117,93.0,St. Jude Children's Research Hospital,Memphis,Memphis,1,58,1,0,1,0,1,0,1
703,Internet,Senior Data Scientist,3.6,Unknown / Non-Applicable,Information Technology,1 to 50 employees,Company - Private,0,0,69,117,93.0,Steady,Atlanta,Atlanta,1,3,1,0,1,1,1,1,1
704,Health Care Services & Hospitals,Data Engineer,3.5,Unknown / Non-Applicable,Health Care,501 to 1000 employees,Company - Private,0,0,69,117,93.0,Alignment Healthcare,Orange,Orange,1,7,1,0,1,1,1,0,1
705,Computer Hardware & Software,Senior Data Scientist,4.5,Less than $1 million (USD),Information Technology,1 to 50 employees,Company - Private,0,0,69,117,93.0,Arena,New York,Baltimore,0,6,1,0,0,0,1,0,1
706,Consulting,Senior Machine Learning Engineer,5.0,Unknown / Non-Applicable,Business Services,501 to 1000 employees,Company - Private,0,0,69,117,93.0,QuantumBlack,Boston,London,0,11,1,0,1,0,1,0,1
707,Automotive Parts & Accessories Stores,Data Engineer II,4.0,$2 to $5 billion (USD),Retail,10000+ employees,Company - Private,0,0,69,117,93.0,Discount Tire,Scottsdale,Scottsdale,1,60,1,0,0,1,1,0,0
708,IT Services,Sr. Data Engineer,4.5,$25 to $50 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,69,117,93.0,Moser Consulting,Indianapolis,Indianapolis,1,24,1,0,1,1,0,0,1
709,Social Assistance,Data Scientist,2.8,$1 to $5 million (USD),Non-Profit,1 to 50 employees,Company - Private,0,0,69,117,93.0,Committee of 100,New York,New York,1,-1,0,0,0,0,0,0,0
710,Energy,Senior Data Scientist - Artificial Intelligence,3.8,$500 million to $1 billion (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Government,0,0,69,117,93.0,PNNL,Richland,Richland,1,55,0,0,0,0,0,0,1
711,IT Services,Senior Data Engineer,4.7,$50 to $100 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,69,117,93.0,SADA,Atlanta,North Hollywood,0,20,1,0,1,0,0,0,1
712,Enterprise Software & Network Solutions,Sr. Enterprise Account Exec- Data Science / ML - NYC,4.1,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,69,117,93.0,h2o.ai,New York,Mountain View,0,9,0,0,0,1,1,0,1
714,Consumer Products Manufacturing,"Scientist/Engineer, Process & Formulations",4.1,$5 to $10 billion (USD),Manufacturing,5001 to 10000 employees,Company - Public,0,0,69,117,93.0,Scotts Miracle-Gro,Marysville,Marysville,1,152,0,0,0,0,1,0,0
715,IT Services,Data Analyst (Secret Clearance Required),4.6,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,69,117,93.0,Concept Plus,Charleston,Fairfax,0,12,0,0,0,0,0,1,0
716,Stock Exchanges,Data Engineer,4.5,Unknown / Non-Applicable,Finance,51 to 200 employees,Company - Private,0,0,69,117,93.0,BitMEX,San Francisco,Victoria,0,6,1,0,1,0,0,0,0
717,Home Centers & Hardware Stores,HR Data Analyst,3.5,$2 to $5 billion (USD),Retail,10000+ employees,Company - Private,0,0,69,117,93.0,Harbor Freight Tools,Calabasas,Calabasas,1,43,0,0,0,0,1,1,0
718,-1,"Scientist, Upstream Process Development (Bioreactors)",4.4,Unknown / Non-Applicable,-1,51 to 200 employees,Company - Public,0,0,69,117,93.0,"Homology Medicines, Inc.",Bedford,Bedford,1,-1,0,0,0,0,1,0,0
719,Biotech & Pharmaceuticals,"Scientist/Sr Scientist, Target Discovery",4.1,$1 to $5 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,0,0,69,117,93.0,REGENXBIO,Rockville,Rockville,1,11,0,0,0,1,1,0,0
720,Consulting,Data Scientist - Machine Learning Engineer,3.0,$50 to $100 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,69,117,93.0,Atlas Research,Washington,Washington,1,12,1,0,1,0,0,0,1
721,-1,Senior Data Scientist,5.0,Unknown / Non-Applicable,-1,1001 to 5000 employees,Company - Private,0,0,69,117,93.0,Frederick National Laboratory,Rockville,Frederick,0,-1,1,0,0,1,1,0,1
722,IT Services,Data Analyst,3.7,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,0,0,69,117,93.0,CALIBRE Systems,Alexandria,Alexandria,1,31,1,0,0,0,1,0,1
